"lundi00h" "lundi01h" "lundi02h" "lundi03h" "lundi04h" "lundi05h" "lundi06h" "lundi07h" "lundi08h" "lundi09h" "lundi10h" "lundi11h" "lundi12h" "lundi13h" "lundi14h" "lundi15h" "lundi16h" "lundi17h" "lundi18h" "lundi19h" "lundi20h" "lundi21h" "lundi22h" "lundi23h" "mardi00h" "mardi01h" "mardi02h" "mardi03h" "mardi04h" "mardi05h" "mardi06h" "mardi07h" "mardi08h" "mardi09h" "mardi10h" "mardi11h" "mardi12h" "mardi13h" "mardi14h" "mardi15h" "mardi16h" "mardi17h" "mardi18h" "mardi19h" "mardi20h" "mardi21h" "mardi22h" "mardi23h" "mercredi00h" "mercredi01h" "mercredi02h" "mercredi03h" "mercredi04h" "mercredi05h" "mercredi06h" "mercredi07h" "mercredi08h" "mercredi09h" "mercredi10h" "mercredi11h" "mercredi12h" "mercredi13h" "mercredi14h" "mercredi15h" "mercredi16h" "mercredi17h" "mercredi18h" "mercredi19h" "mercredi20h" "mercredi21h" "mercredi22h" "mercredi23h" "jeudi00h" "jeudi01h" "jeudi02h" "jeudi03h" "jeudi04h" "jeudi05h" "jeudi06h" "jeudi07h" "jeudi08h" "jeudi09h" "jeudi10h" "jeudi11h" "jeudi12h" "jeudi13h" "jeudi14h" "jeudi15h" "jeudi16h" "jeudi17h" "jeudi18h" "jeudi19h" "jeudi20h" "jeudi21h" "jeudi22h" "jeudi23h" "vendredi00h" "vendredi01h" "vendredi02h" "vendredi03h" "vendredi04h" "vendredi05h" "vendredi06h" "vendredi07h" "vendredi08h" "vendredi09h" "vendredi10h" "vendredi11h" "vendredi12h" "vendredi13h" "vendredi14h" "vendredi15h" "vendredi16h" "vendredi17h" "vendredi18h" "vendredi19h" "vendredi20h" "vendredi21h" "vendredi22h" "vendredi23h" "noms" "longitude" "latitude"
"4011" 26 27 26 27 27 21 22 18 16 19 16 14 12 13 11 4 10 12 18 8 11 13 19 17 10 14 12 11 12 12 12 12 6 8 3 3 9 7 4 1 5 2 5 2 2 2 11 13 8 10 6 6 7 7 8 7 5 4 4 1 4 2 3 3 12 10 14 10 17 34 28 17 17 18 12 10 9 10 8 6 10 2 2 2 1 3 0 3 3 5 5 20 30 29 31 7 1 0 0 3 5 4 3 3 6 5 7 10 12 6 3 3 2 0 2 0 12 11 17 20 " PLACE DU BATAILLON FRANCAIS DE L'ONU" 2.35709265436395 48.8538141453159
"31709" 15 15 15 14 14 14 14 14 13 6 5 4 4 6 6 7 5 6 4 6 7 9 9 11 13 14 14 14 14 13 13 13 11 4 7 4 7 5 5 4 4 5 5 3 6 4 5 6 7 8 7 7 9 9 8 8 6 1 1 0 1 1 2 3 3 2 3 3 3 3 4 3 7 8 8 8 8 7 8 8 3 2 0 0 0 0 0 1 1 4 3 3 0 5 3 4 6 7 7 9 10 10 10 10 6 3 5 4 4 3 4 2 2 0 1 0 1 1 1 0 " MARCEL (BAGNOLET)" 2.42254995670978 48.8570503947438
"19121" 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 20 20 20 19 19 18 16 2 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 18 18 17 15 15 14 15 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 2 21 20 19 18 17 17 14 2 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 16 16 15 13 13 13 12 3 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 " BELLEVILLE PRE SAINT GERVAIS" 2.39296078727983 48.8755180686487
"10042" 18 20 23 24 24 24 24 24 24 23 29 27 26 32 26 27 30 32 28 26 23 10 12 11 10 11 10 7 6 6 6 6 8 4 18 20 23 25 25 25 27 25 20 4 2 0 1 1 7 5 5 5 4 4 4 5 2 3 13 21 22 20 23 25 23 26 11 3 2 4 4 1 1 0 1 1 1 1 1 2 5 5 11 19 19 19 22 20 15 16 9 1 7 6 9 12 16 14 13 13 11 12 11 11 14 16 28 31 31 32 23 19 20 19 21 9 3 7 6 4 " POISSONNIÈRE - ENGHIEN" 2.34839523628281 48.8724200630531
"15118" 2 2 2 2 2 2 3 4 3 3 0 0 2 0 1 0 0 0 0 1 0 1 0 2 0 0 0 0 10 10 10 12 14 15 16 11 7 6 2 1 3 2 2 1 1 2 1 1 1 1 1 1 1 21 22 22 22 22 22 22 20 12 9 10 11 13 5 4 1 0 0 0 0 0 0 0 14 14 15 15 17 21 19 17 12 10 6 4 6 5 0 3 1 1 0 3 0 0 0 0 0 10 9 10 15 19 22 20 18 18 18 18 21 19 16 17 10 9 8 10 " PLACE BIENVENUE" 2.32225737727924 48.8431988280709
"15064" 44 23 23 22 22 22 22 22 29 38 45 44 43 45 43 44 43 41 33 19 17 18 27 26 32 42 45 45 45 45 45 45 43 45 44 45 43 44 43 44 45 45 36 19 10 21 27 34 35 35 39 19 20 20 21 24 27 39 40 39 35 38 37 35 35 37 32 30 27 27 30 31 33 39 40 34 19 19 20 20 29 40 39 39 38 31 29 25 29 28 26 36 38 37 38 45 45 42 43 45 25 20 19 19 31 37 44 45 43 44 32 35 33 29 27 27 34 44 45 45 " JAVEL" 2.2784139125938 48.8462949182689
"3011" 17 10 18 17 18 18 17 18 10 13 18 14 12 13 14 0 2 4 7 7 31 31 26 31 19 22 26 28 16 13 13 14 17 9 10 21 25 15 15 21 19 24 25 24 31 26 31 31 24 20 16 16 20 20 18 15 16 11 10 12 10 14 19 8 19 29 24 18 28 31 31 31 22 16 14 14 13 12 12 13 16 15 17 15 12 16 25 24 29 27 25 29 31 31 27 30 30 19 15 14 14 13 13 13 11 8 13 13 17 15 23 23 29 30 17 15 28 31 31 20 " TURBIGO" 2.35627844763363 48.8655841910852
"18028" 7 10 11 10 10 10 8 6 4 2 1 1 3 3 5 1 1 1 2 3 15 13 14 16 18 26 26 29 29 29 28 26 23 1 1 0 1 0 0 3 2 0 2 10 9 11 7 5 5 7 10 8 8 8 7 6 0 0 0 0 0 1 6 4 1 0 0 2 9 16 15 27 28 28 33 33 32 32 32 30 21 1 0 4 0 3 1 4 3 3 1 0 3 13 15 14 20 25 29 29 29 30 30 26 20 1 1 0 1 2 0 4 2 2 1 8 5 10 8 11 " VAUVENARGUES" 2.33219933598001 48.894057251327
"12032" 18 19 19 19 19 19 20 20 25 24 29 26 30 28 35 34 32 33 34 34 29 34 27 25 27 25 25 27 29 27 29 30 33 35 32 27 31 33 34 34 35 35 27 29 34 31 31 32 35 35 34 34 32 32 33 34 34 23 30 30 28 33 26 26 27 28 28 28 25 25 25 25 28 27 28 27 28 26 27 27 26 24 28 28 28 24 21 24 24 23 27 26 24 19 24 28 26 24 26 26 27 28 28 27 28 32 35 35 35 35 29 34 34 20 26 29 35 32 27 28 " PORTE DOREE" 2.40745551592605 48.835545043576
"17011" 25 25 27 27 27 27 27 26 32 25 7 7 6 5 4 4 6 4 5 12 11 13 12 12 13 12 12 12 12 12 12 11 21 21 17 14 11 9 5 4 2 1 6 7 10 14 23 19 21 22 22 21 21 22 22 23 28 25 1 2 1 1 1 4 3 3 1 3 7 11 13 11 16 17 17 18 18 18 18 20 17 16 1 1 5 5 9 6 3 0 0 1 3 9 10 9 14 14 16 16 20 20 21 22 34 33 19 18 17 22 21 20 19 14 8 12 9 9 12 18 " PORTE DE CLICHY FRAGONARD" 2.31467800111538 48.8941513832937
"15105" 24 24 24 24 24 24 24 23 23 14 24 20 22 23 23 24 17 15 19 22 15 20 22 22 23 22 19 17 17 17 16 16 13 6 7 9 12 8 6 8 11 17 7 12 20 23 23 23 23 23 23 21 22 23 23 23 21 23 20 20 20 21 22 19 20 19 13 17 23 23 23 23 23 21 23 23 22 22 22 20 17 17 14 10 10 11 9 11 9 4 12 13 17 23 23 23 23 23 21 22 22 21 21 20 17 9 9 9 10 12 14 9 9 12 14 18 9 18 17 14 " SUFFREN FÉDÉRATION" 2.29787643146792 48.8527667435281
"13045" 20 20 20 19 19 19 19 18 15 1 11 14 17 13 19 20 16 18 20 16 20 17 17 19 19 19 20 20 20 18 17 15 10 3 3 9 11 14 15 13 7 5 11 7 13 8 8 8 3 2 3 2 1 0 0 0 1 0 3 3 4 3 2 2 3 11 7 16 20 17 16 20 20 18 17 18 19 19 18 15 10 2 9 2 6 5 3 3 3 4 10 10 16 18 18 14 18 20 20 18 17 16 14 13 9 1 2 3 11 5 5 6 7 6 5 12 6 0 1 2 " TOLBIAC ALBERT" 2.37053056385548 48.8278380326495
"8034" 1 2 2 2 2 2 2 2 4 15 33 34 34 26 22 25 25 23 20 1 0 1 1 3 1 0 0 1 0 0 1 1 5 14 30 33 34 34 29 26 25 23 19 4 0 0 0 0 1 2 2 4 3 3 4 4 4 12 26 28 30 27 28 32 31 28 23 0 0 0 2 3 6 6 3 2 2 2 2 2 6 16 34 33 30 24 24 30 28 30 25 4 3 1 1 1 2 2 3 4 4 2 2 2 6 14 28 30 30 25 21 27 26 20 2 1 2 5 5 5 " HAUSSMANN COURCELLES" 2.30831406418914 48.8748103900282
"14115" 13 13 13 13 13 13 13 13 13 10 10 9 8 3 26 26 24 20 15 3 0 0 20 16 14 15 15 15 15 15 15 15 19 19 19 19 18 13 12 12 9 5 4 0 2 0 19 19 19 19 19 19 20 20 20 19 22 15 12 7 5 1 2 5 1 1 1 2 1 5 26 22 22 20 18 18 16 16 17 16 16 2 6 5 0 0 1 1 0 0 0 3 1 2 3 3 3 3 5 5 15 15 15 15 20 15 14 13 11 12 10 5 5 1 1 0 0 0 0 0 " CITÉ UNIVERSITAIRE" 2.31657332931609 48.8239231685446
"20018" 2 2 3 3 3 4 4 3 3 3 0 0 0 0 2 2 5 2 2 3 11 9 2 4 7 6 6 6 6 7 7 4 3 11 8 4 5 5 2 4 5 3 3 4 5 4 2 2 2 23 23 23 23 23 23 22 22 14 15 11 11 8 9 9 8 8 8 12 12 6 4 5 4 4 4 4 4 5 4 4 2 2 4 1 0 1 2 1 0 0 0 0 0 0 2 2 1 0 20 21 21 21 20 20 16 11 6 5 5 2 1 1 0 3 1 4 0 3 1 0 " HARPIGNIES" 2.40994255387768 48.8586216693501
"19101" 0 2 0 0 20 19 19 19 14 0 0 0 0 0 0 0 1 0 1 6 2 1 2 1 3 3 17 17 17 16 16 16 10 0 1 0 0 0 0 2 0 0 1 4 1 1 2 0 20 19 17 17 23 22 22 22 13 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 15 13 14 15 18 18 15 5 1 2 0 1 0 0 0 0 2 0 1 0 1 0 0 4 22 22 22 22 23 24 24 14 2 0 0 1 1 1 0 0 0 0 5 1 0 0 0 " SIMON BOLIVAR" 2.38259171497997 48.8750704040631
"10111" 13 14 17 16 16 17 16 16 12 1 0 1 1 8 0 2 2 2 1 11 19 19 17 20 15 17 13 15 15 14 14 11 10 8 1 1 0 5 12 5 3 0 4 13 16 19 21 17 9 11 11 13 13 11 12 11 10 3 2 2 1 9 18 10 12 4 2 10 11 20 20 20 11 10 7 5 5 5 5 2 1 3 0 5 0 11 17 3 3 3 7 21 18 18 21 18 16 20 20 18 19 20 20 18 15 3 8 17 11 14 8 3 0 4 3 17 18 20 20 15 " BOURSE DU TRAVAIL" 2.36403505925044 48.8734627987082
"19006" 3 2 21 20 21 20 18 17 12 2 2 1 1 2 2 5 1 0 0 2 9 15 19 21 26 31 35 37 39 39 39 39 38 19 1 0 0 1 0 0 0 6 1 8 3 4 11 19 28 31 35 36 44 43 42 41 38 26 0 0 1 1 2 0 4 0 3 15 17 27 20 18 21 27 26 28 28 29 31 30 26 16 1 1 1 1 1 7 5 0 5 0 13 11 13 22 25 22 22 27 36 36 36 36 41 29 9 7 6 8 10 6 3 4 2 3 7 6 11 10 " MATHIS" 2.37614246886362 48.8906781294313
"2020" 18 20 20 20 0 1 1 0 3 10 20 20 20 19 19 17 18 19 19 11 0 0 0 2 0 0 0 0 0 1 1 3 0 2 15 20 20 19 20 20 20 17 10 3 2 0 1 0 0 0 0 0 0 1 1 1 7 18 20 20 20 20 18 20 16 18 18 8 6 1 0 0 0 0 0 0 0 0 1 1 5 15 20 20 20 20 20 19 19 19 15 2 5 1 1 2 0 0 0 1 0 0 0 1 0 6 20 15 19 20 20 19 20 18 7 4 0 5 2 0 " OPERA CASANOVA" 2.33326859310154 48.8676230780568
"11009" 22 23 23 23 20 20 20 19 15 19 15 13 13 8 4 2 3 0 2 5 8 10 17 23 23 22 14 13 15 15 13 13 11 16 10 7 1 4 5 7 1 2 1 3 2 6 7 23 23 23 9 10 10 10 10 10 7 1 1 6 5 5 3 0 4 0 0 7 6 16 18 22 22 22 21 13 13 13 13 13 10 8 3 7 5 11 7 9 11 18 15 4 8 15 19 22 21 9 11 10 10 13 13 12 12 7 6 5 3 10 2 1 0 2 6 4 17 17 13 15 " RUE DES BOULETS" 2.3890216505832 48.8521930954375
"9034" 2 4 4 4 5 5 5 6 9 15 22 19 15 17 20 21 20 20 12 2 1 0 0 1 0 0 0 0 0 0 0 1 5 17 22 22 22 19 21 22 15 8 4 2 0 0 0 0 0 0 0 0 0 0 0 1 3 19 22 20 22 22 22 21 21 21 15 4 1 1 0 1 0 0 0 2 2 1 1 3 6 20 21 22 21 22 22 22 21 14 8 0 1 4 2 1 0 1 2 1 1 2 1 1 5 16 20 21 19 15 20 21 21 17 14 1 1 2 2 2 " GODOT DE MAUROY" 2.3265996571137 48.8699566815748
"1102" 5 3 3 2 2 2 2 2 2 3 4 2 3 6 10 15 15 18 16 18 8 9 9 5 2 0 0 1 0 0 0 0 0 1 4 12 10 15 17 9 17 17 17 17 17 17 15 2 0 1 0 0 0 0 0 0 1 0 4 5 10 14 18 18 17 18 18 18 18 18 17 9 6 2 0 0 0 0 0 0 0 0 1 5 9 7 16 18 17 18 18 18 18 18 13 4 1 0 0 0 0 0 0 0 1 1 4 7 14 17 16 18 18 18 18 17 15 13 12 5 " FRANCAISE" 2.34759791271647 48.8640650469499
"17038" 3 5 4 6 6 6 6 6 8 10 5 4 2 2 5 2 1 0 2 1 1 0 1 1 2 2 2 1 1 1 1 1 1 6 0 2 0 3 5 5 3 2 2 1 0 0 0 0 3 3 2 0 0 0 0 0 0 2 4 6 5 1 2 3 2 7 0 5 0 1 0 1 1 3 2 4 5 5 5 5 4 7 11 12 13 11 16 13 14 13 3 0 0 1 2 1 0 1 5 5 5 4 3 3 1 13 16 17 17 12 10 11 9 7 8 2 2 0 0 1 " ARGENTINE" 2.28824740508752 48.8761743894985
"4105" 35 35 35 35 32 9 9 9 12 20 27 28 29 21 28 32 35 28 24 23 21 22 22 27 35 14 15 15 13 13 12 12 12 20 30 35 34 35 31 36 36 33 26 18 8 14 23 22 20 20 20 22 22 22 21 21 16 27 30 29 28 25 34 31 31 23 16 17 7 14 22 24 20 24 24 22 22 1 1 2 1 19 22 16 19 10 17 17 18 14 3 4 9 16 16 13 15 15 15 15 15 8 5 5 5 11 15 19 22 27 32 32 29 23 16 14 21 25 29 26 " MORLAND" 2.36323986872132 48.8499600352775
"18107" 4 3 4 4 6 6 6 5 3 1 0 1 1 2 0 0 2 0 0 0 1 0 3 2 4 4 4 5 5 5 5 3 1 0 0 1 0 3 0 1 1 2 0 0 0 1 3 3 6 8 9 9 10 10 10 8 2 0 0 0 1 1 0 0 0 0 1 0 0 2 4 4 4 6 5 5 5 4 4 3 0 0 0 0 1 0 1 0 0 1 1 0 1 2 2 0 0 2 3 4 4 4 3 3 2 0 2 1 0 3 0 4 0 1 5 5 0 2 1 0 " CHARTRES" 2.35358041022707 48.8847068639833
"18012" 11 13 14 15 15 15 16 15 8 1 0 1 0 0 1 1 0 2 4 4 0 6 6 9 10 14 14 13 12 13 11 9 0 0 0 1 0 0 0 0 1 0 3 3 3 6 8 13 23 27 28 29 31 31 29 28 19 5 0 1 1 1 0 0 1 2 1 6 1 3 16 22 29 34 34 35 35 34 31 28 20 0 1 0 0 1 2 2 0 6 0 1 2 4 8 8 12 25 31 32 32 33 33 28 19 1 0 1 0 0 1 1 1 2 3 3 0 4 6 8 " DOUDEAUVILLE STEPHENSON" 2.35596672141756 48.8888648960566
"17040" 11 9 6 6 6 6 6 5 4 3 2 5 11 7 11 12 15 16 9 1 3 1 1 3 2 0 0 0 0 0 0 0 3 3 3 2 7 11 12 15 13 17 20 16 4 0 0 3 9 9 3 2 2 1 1 1 3 0 3 2 3 5 2 2 1 1 0 1 0 1 0 3 1 1 1 2 1 1 1 1 2 1 7 6 4 9 12 10 7 5 5 2 1 1 1 1 3 1 1 1 1 1 1 0 1 2 8 9 7 5 7 4 7 12 8 4 2 1 3 5 " TERNES PEREIRE" 2.28795645234244 48.8798132183375
"5106" 11 12 10 8 7 7 8 8 10 6 9 14 19 18 16 19 13 8 4 0 4 0 0 0 3 1 1 1 1 1 2 1 2 1 2 5 13 9 16 11 12 7 0 1 1 0 0 1 1 3 0 0 0 0 1 0 10 7 3 1 3 4 3 1 5 2 0 0 1 0 1 3 3 2 0 0 0 0 2 1 12 12 14 14 11 6 6 2 5 2 3 1 1 2 3 2 0 0 0 0 0 1 2 1 14 9 10 16 16 15 3 2 5 3 0 0 0 0 0 1 " CUJAS" 2.34183165485398 48.8481913485843
"18038" 19 5 5 5 5 5 4 3 3 1 2 1 2 4 2 1 2 2 1 4 7 4 10 8 7 3 4 3 3 4 4 3 1 1 1 0 1 1 0 1 3 4 5 4 9 19 18 20 20 20 20 1 2 3 4 4 5 1 3 0 3 1 0 1 2 3 4 4 8 16 14 12 13 12 13 1 1 2 1 2 4 3 4 4 0 2 1 1 0 1 3 8 17 18 23 14 18 20 22 6 3 4 4 4 4 2 2 0 0 0 2 0 0 2 5 6 7 10 12 12 " ROND POINT DE LA CHAPELLE" 2.36009761909542 48.8952199046801
"13122" 10 11 11 12 12 12 13 13 10 4 2 0 5 6 0 2 4 4 11 10 7 6 6 6 6 6 6 6 6 6 6 6 6 22 15 11 7 6 9 7 2 2 2 5 5 7 9 5 1 2 2 2 20 20 21 21 19 11 1 3 5 20 19 16 8 15 15 12 6 7 8 10 8 9 9 5 23 23 24 24 24 24 20 20 19 18 14 7 3 3 2 3 4 2 3 2 1 4 3 3 23 24 24 25 24 20 15 16 16 11 9 8 6 4 1 1 1 2 3 5 " PARC DE CHOISY" 2.35851353290333 48.8281562515749
"18025" 5 2 2 1 1 2 5 4 4 0 0 0 0 3 0 1 0 0 0 0 7 3 3 4 5 3 0 4 4 4 6 3 5 1 1 1 0 2 9 2 5 0 0 7 4 10 11 8 1 1 19 21 21 21 23 22 19 0 2 0 0 1 12 3 0 1 1 3 3 5 5 1 1 21 17 17 17 19 22 20 15 1 0 0 0 20 9 2 1 1 1 1 5 13 17 13 13 3 23 23 23 23 27 27 20 1 0 1 0 22 12 2 1 0 1 4 0 2 3 1 " MAIRIE DU 18 EME" 2.34451792116264 48.8929256534326
"10161" 1 1 3 6 5 8 8 11 15 1 1 0 14 1 2 0 2 0 9 8 0 7 7 5 2 1 3 4 5 6 6 8 5 0 0 2 1 0 0 1 1 0 2 0 2 0 3 1 1 1 1 3 4 3 0 6 1 0 0 1 13 1 0 1 0 0 2 23 21 11 9 3 3 0 2 3 3 1 1 8 9 0 1 0 2 2 3 2 4 3 0 6 2 2 0 0 2 2 5 4 5 4 3 6 1 0 2 5 2 3 0 0 1 0 5 14 23 21 22 23 " GARE DE L'EST" 2.35950993759232 48.8756701124814
"908" 4 8 7 7 7 7 7 7 7 11 13 15 15 13 14 12 13 16 19 20 12 6 3 4 3 3 9 9 9 9 9 9 9 9 15 16 16 20 18 19 20 17 20 11 4 3 9 7 4 2 2 2 2 2 2 2 2 4 7 11 14 11 4 3 5 10 15 12 10 7 3 3 3 3 2 2 2 2 2 2 3 3 8 11 11 12 16 16 13 9 1 5 3 3 3 1 1 1 6 3 3 3 3 3 4 9 15 16 18 18 16 15 14 9 0 2 0 4 1 0 " PORT DU GROS CAILLOU (STATION MOBILE)" 2.30652 48.86288
"8017" 6 5 5 5 7 7 7 8 12 8 6 10 15 15 15 19 22 28 28 34 29 23 16 17 15 14 12 12 12 12 13 13 10 8 9 13 16 16 16 28 36 40 48 56 52 26 21 13 11 11 8 8 8 7 6 6 9 6 5 5 5 5 5 5 48 48 55 55 44 35 35 37 35 33 26 11 11 11 11 12 15 18 12 13 12 12 12 22 30 36 36 49 64 61 41 42 40 37 13 13 13 13 13 16 20 10 5 3 7 7 7 7 7 7 33 31 19 15 9 5 " ROCHER" 2.32273156204932 48.876079329226
"17019" 1 0 0 0 0 0 1 0 0 0 1 0 4 2 0 3 2 0 2 1 0 0 2 5 3 3 4 6 6 6 7 7 5 2 2 2 4 1 2 2 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0 2 0 0 0 0 1 0 0 1 1 0 1 3 3 4 3 4 4 4 4 4 5 5 4 3 1 2 4 1 4 4 0 0 0 0 0 0 0 0 1 0 0 2 2 1 2 2 0 2 2 2 2 1 5 3 1 0 1 3 0 0 1 3 " MALESHERBES" 2.30902648733927 48.8826088164334
"16023" 4 3 6 6 7 7 8 9 7 2 2 2 4 2 3 2 2 2 1 16 2 5 0 2 4 15 11 11 11 10 10 11 10 1 1 1 3 2 1 9 11 11 5 4 9 5 4 1 2 1 0 18 22 23 22 23 24 14 13 9 4 2 0 4 0 2 3 1 2 0 1 0 0 1 22 24 25 25 24 26 19 11 3 5 6 7 1 5 2 2 0 6 6 0 0 1 3 3 24 21 20 19 18 18 15 1 10 5 4 8 4 0 4 0 4 2 9 0 5 1 " RUE DE PASSY" 2.28412901289213 48.8583812528973
"18024" 4 4 3 3 3 13 13 13 11 1 2 1 1 1 1 1 1 2 0 0 1 7 9 9 8 9 7 6 6 5 6 5 5 0 0 0 0 1 1 0 0 1 0 2 2 3 6 3 2 7 7 7 7 7 8 7 4 2 0 2 1 0 1 2 1 0 2 2 1 4 6 8 8 10 14 15 14 13 13 11 10 7 2 2 0 0 0 0 0 0 6 1 0 9 9 9 11 17 17 18 19 18 19 18 16 5 0 0 0 1 0 2 1 1 3 5 3 10 3 5 " CLIGNANCOURT MARCADET" 2.34863647806049 48.8914577261538
"13014" 13 9 2 2 2 2 2 3 2 9 14 8 6 7 10 10 9 13 12 14 14 14 14 12 13 13 2 2 2 2 3 3 6 9 14 14 13 12 14 14 14 14 9 8 6 5 3 3 4 3 7 5 1 1 1 1 1 4 9 10 10 8 8 6 5 8 4 8 7 5 2 2 1 1 1 1 1 1 1 3 4 4 5 6 5 13 14 12 13 11 7 6 2 8 12 12 9 4 3 3 2 2 2 4 5 11 14 14 13 14 14 14 14 14 10 10 14 14 14 14 " GARE D'AUSTERLITZ" 2.36404495865652 48.8425244907662
"11036" 14 20 22 23 23 23 21 21 17 7 7 8 5 5 5 4 0 2 0 12 28 30 42 48 44 33 35 38 33 32 32 32 30 10 4 1 0 4 0 0 2 1 7 23 58 58 53 57 58 58 42 44 39 39 39 41 36 24 0 0 2 4 1 0 2 1 2 17 45 58 57 58 49 54 54 57 57 54 54 54 47 35 18 14 7 6 2 4 4 8 11 24 39 55 58 58 55 39 41 35 33 32 33 32 20 8 1 0 1 2 7 5 8 10 2 31 49 56 57 57 " JULES FERRY FAUBOURG DU TEMPLE" 2.36784149724351 48.8684101048247
"3006" 33 34 34 33 33 33 33 32 32 28 34 30 34 32 30 26 25 23 24 22 28 34 34 29 23 28 13 14 15 16 16 15 12 4 14 24 28 30 30 12 9 7 14 28 29 28 30 29 30 15 17 19 20 21 21 19 14 6 13 10 14 15 13 8 18 26 32 33 34 30 33 34 30 32 14 14 16 16 16 14 14 9 9 22 25 30 32 28 32 16 17 32 32 33 33 33 31 10 13 12 12 10 10 5 4 1 16 16 14 25 19 15 24 21 31 33 16 21 33 29 " MAIRIE DU 3EME" 2.36157981521499 48.8645308053075
"15104" 36 36 37 37 37 37 36 37 43 59 64 64 63 60 60 58 54 52 43 32 27 27 18 18 18 18 18 19 19 19 19 21 27 56 63 63 63 60 63 62 55 50 48 28 22 18 16 14 15 14 12 12 11 11 12 15 20 51 59 55 51 49 48 50 50 45 38 22 8 6 5 5 4 5 5 5 5 5 6 7 15 47 57 53 55 50 54 58 59 56 40 31 21 18 17 17 18 22 23 22 23 23 24 23 35 62 63 49 49 46 49 51 46 44 39 32 28 32 33 36 " HÔPITAL GEORGES POMPIDOU (PROP 2)" 2.27573060931238 48.8376790033084
"31009" 0 0 0 0 0 0 0 0 0 3 1 1 1 0 1 0 0 0 0 1 2 2 2 2 1 1 1 1 1 1 1 1 0 0 1 4 4 2 3 3 1 1 0 0 0 0 0 0 1 1 2 2 2 2 2 1 0 1 0 0 0 0 0 2 1 1 1 0 1 0 0 0 1 1 2 2 2 2 1 1 1 0 1 1 1 1 0 1 1 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 " DE GAULLE (MONTREUIL)" 2.43297479522392 48.8688123638694
"42002" 21 21 21 21 20 20 20 19 19 21 21 21 21 21 19 21 21 20 18 15 18 19 21 21 19 19 19 19 20 20 20 21 18 19 17 19 18 15 17 21 21 20 17 14 13 14 16 16 16 17 18 19 19 19 19 20 18 20 20 20 20 20 21 20 21 21 21 16 18 17 17 17 21 20 21 21 21 21 21 21 19 19 19 20 20 17 17 21 20 20 19 17 18 20 20 19 20 21 21 21 21 21 21 21 20 20 20 17 18 19 20 20 16 18 13 15 14 16 14 14 " GARE (IVRY)" 2.39200163582493 48.8149264672463
"6018" 10 9 7 6 6 6 6 5 5 4 2 3 0 1 0 0 0 8 3 4 1 1 8 9 7 7 3 3 3 3 3 3 2 0 2 0 0 2 1 11 4 1 0 2 0 2 2 1 0 1 2 2 3 3 3 3 0 0 3 2 2 0 3 1 0 4 0 2 6 3 6 5 3 8 8 8 8 8 8 8 9 1 6 1 0 3 4 10 6 6 2 1 6 8 10 12 11 11 11 12 12 12 12 12 11 4 6 4 1 8 0 1 0 0 2 2 4 3 1 3 " MICHELET ASSAS" 2.3350678855655 48.842540966044
"5001" 28 28 28 28 28 28 28 28 28 28 43 41 42 42 42 43 43 42 42 40 41 41 39 35 34 31 29 31 8 8 8 8 8 9 11 13 12 16 22 29 27 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 43 38 39 43 41 32 27 37 35 29 23 4 1 1 0 0 0 0 0 2 4 7 7 16 20 25 28 33 21 14 16 12 6 3 3 0 2 1 1 2 2 3 5 4 6 11 15 9 17 22 22 22 23 10 9 23 27 30 " SAINT GERMAIN HARPE" 2.34370453672277 48.8515813400282
"14034" 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1 8 5 1 5 4 3 5 5 5 5 5 4 0 0 1 0 0 0 0 0 0 1 5 2 7 10 11 12 8 10 13 12 12 12 13 12 6 0 0 0 0 0 0 0 0 0 4 0 1 1 2 2 3 3 4 4 4 4 4 2 0 0 0 1 1 2 6 1 1 3 2 3 3 7 6 1 6 8 8 7 8 9 8 4 1 1 2 1 1 2 2 1 2 8 5 1 1 3 2 3 " RUE DE L OUEST CHATEAU" 2.3193921439238 48.8361728601424
"19110" 4 4 4 4 4 4 0 1 1 1 5 6 6 4 2 2 5 6 2 0 1 1 0 0 0 0 0 0 0 0 0 0 2 3 6 6 5 1 1 1 1 0 0 0 0 2 0 1 0 1 1 1 1 0 0 0 0 3 6 6 6 3 3 4 3 3 3 1 0 0 2 4 2 1 1 0 0 0 0 1 3 3 5 5 5 2 1 0 2 1 2 1 2 0 1 0 0 1 1 1 1 1 1 2 4 4 8 11 10 11 10 10 9 8 5 1 1 1 0 1 " MACDONALD" 2.3755 48.89869
